x,y,value
41.63774815324726,-123.51399705814131,0
41.640304409282805,-123.50231512466411,0
41.64285943622144,-123.49063240001601,0
41.64541323392183,-123.47894888443192,0
41.64796580224273,-123.46726457814705,0
41.650517141042855,-123.45557948139675,1
41.65306725018103,-123.44389359441662,1
41.65561612951603,-123.43220691744253,0
41.658163778906726,-123.42051945071047,0
41.66071019821199,-123.40883119445677,0
41.663255387290754,-123.39714214891795,0
41.66579934600197,-123.38545231433069,0
41.6683420742046,-123.37376169093201,0
41.670883571757685,-123.36207027895905,0
41.673423838520264,-123.35037807864924,0
41.675962874351434,-123.33868509024023,1
41.67850067911032,-123.32699131396983,1
41.68103725265605,-123.31529675007616,1
41.683572594847824,-123.30360139879751,1
41.68610670554486,-123.29190526037246,0
41.68863958460642,-123.2802083350397,1
41.69117123189179,-123.2685106230383,1
41.69370164726029,-123.25681212460739,0
41.696230830571295,-123.24511283998645,0
41.69875878168417,-123.23341276941514,0
41.70128550045835,-123.22171191313332,0
41.7038109867533,-123.21001027138114,1
41.7063352404285,-123.19830784439891,1
41.70885826134349,-123.18660463242722,0
41.71138004935784,-123.17490063570683,0
41.71390060433115,-123.16319585447874,0
41.71641992612304,-123.15149028898422,0
41.71893801459316,-123.13978393946475,0
41.72145486960124,-123.12807680616194,0
41.72397049100701,-123.11636888931778,0
41.72648487867022,-123.10466018917438,5
41.7289980324507,-123.0929507059741,7
41.73150995220829,-123.08124043995952,7
41.73402063780286,-123.06952939137346,6
41.736530089094295,-123.05781756045897,9
41.73903830594259,-123.04610494745933,15
41.741545288207675,-123.03439155261798,23
41.74405103574959,-123.02267737617869,15
41.74655554842838,-123.01096241838535,11
41.749058826104154,-122.99924667948213,12
41.75156086863699,-122.98753015971343,8
41.75406167588708,-122.97581285932388,4
41.75656124771458,-122.9640947785583,8
41.75905958397976,-122.95237591766177,3
41.761556684542846,-122.94065627687954,2
41.76405254926414,-122.92893585645717,0
41.766547178004,-122.91721465664037,0
41.769040570622764,-122.90549267767511,0
41.771532726980844,-122.8937699198076,2
41.774023646938694,-122.88204638328423,1
41.77651333035678,-122.87032206835164,3
41.779001777095615,-122.8585969752567,2
41.78148898701574,-122.8468711042465,5
41.78397495997775,-122.83514445556833,2
41.78645969584226,-122.82341702946977,2
41.788943194469894,-122.81168882619858,2
41.791425455721395,-122.7999598460027,3
41.79390647945746,-122.78823008913038,4
41.796386265538864,-122.77649955583007,0
41.79886481382638,-122.7647682463504,0
41.80134212418087,-122.75303616094025,0
41.803818196463205,-122.7413032998488,4
41.80629303053426,-122.72956966332531,6
41.80876662625504,-122.71783525161939,13
41.811238983486476,-122.70610006498079,6
41.81371010208959,-122.69436410365958,3
41.816179981925444,-122.68262736790591,6
41.81864862285514,-122.67088985797031,7
41.82111602473978,-122.65915157410346,7
41.82358218744055,-122.64741251655623,7
41.826047110818635,-122.63567268557979,6
41.82851079473529,-122.62393208142551,12
41.83097323905176,-122.61219070434494,251
41.83343444362938,-122.6004485545899,251
41.835894408329494,-122.58870563241244,251
41.83835313301347,-122.57696193806478,12
41.840810617542736,-122.56521747179946,17
41.84326686177878,-122.55347223386916,20
41.84572186558305,-122.5417262245268,5
41.8481756288171,-122.52997944402554,6
41.85062815134252,-122.5182318926188,5
41.85307943302087,-122.5064835705601,8
41.855529473713844,-122.49473447810338,8
41.857978273283095,-122.48298461550263,7
41.86042583159035,-122.47123398301213,8
41.86287214849735,-122.45948258088639,10
41.86531722386593,-122.44773040938016,16
41.86776105755788,-122.43597746874838,12
41.87020364943508,-122.42422375924622,251
41.872644999359444,-122.41246928112909,11
41.87508510719292,-122.40071403465262,14
41.52075806420349,-124.00054624311129,0
41.52336536696058,-123.9888991101579,0
41.52597144674698,-123.97725117684303,0
41.528576303420095,-123.96560244339211,0
41.53117993683738,-123.95395291003072,0
41.53378234685633,-123.94230257698473,0
41.53638353333442,-123.93065144448018,0
41.538983496129255,-123.91899951274337,0
41.541582235098346,-123.90734678200079,0
41.54417975009933,-123.89569325247916,0
41.54677604098985,-123.88403892440546,0
41.54937110762756,-123.87238379800691,0
41.551964949870175,-123.86072787351088,0
41.554557567575415,-123.849071151145,0
41.55714896060104,-123.83741363113717,0
41.559739128804864,-123.82575531371543,0
41.56232807204469,-123.81409619910814,0
41.56491579017842,-123.80243628754381,0
41.567502283063895,-123.79077557925122,0
41.570087550559066,-123.77911407445933,0
41.57267159252187,-123.76745177339735,0
41.57525440881031,-123.75578867629476,0
41.5778359992824,-123.74412478338118,0
41.58041636379618,-123.73246009488655,1
41.58299550220974,-123.72079461104094,1
41.58557341438122,-123.7091283320747,1
41.588150100168725,-123.6974612582184,0
41.59072555943045,-123.68579338970281,1
41.59329979202462,-123.67412472675895,0
41.59587279780946,-123.66245526961809,0
41.598444576643246,-123.65078501851166,1
41.60101512838429,-123.63911397367137,0
41.60358445289097,-123.62744213532915,0
41.606152550021605,-123.6157695037171,0
41.60871941963463,-123.6040960790676,0
41.61128506158847,-123.59242186161329,0
41.61384947574161,-123.5807468515869,0
41.61641266195254,-123.56907104922152,1
41.618974620079825,-123.55739445475041,0
41.621535349982,-123.54571706840707,0
41.6240948515177,-123.53403889042521,0
41.626653124545534,-123.52235992103876,0
41.62921016892418,-123.51068016048193,0
41.63176598451235,-123.49899960898904,0
41.634320571168765,-123.48731826679479,0
41.63687392875221,-123.47563613413394,0
41.63942605712146,-123.46395321124162,1
41.64197695613539,-123.45226949835309,1
41.64452662565281,-123.44058499570386,1
41.64707506553268,-123.42889970352974,1
41.649622275633895,-123.41721362206663,1
41.65216825581544,-123.40552675155072,0
41.65471300593631,-123.39383909221847,0
41.657256525855544,-123.3821506443065,0
41.65979881543223,-123.37046140805171,0
41.66233987452543,-123.35877138369113,0
41.6648797029943,-123.34708057146213,0
41.66741830069801,-123.33538897160226,0
41.66995566749576,-123.32369658434924,1
41.67249180324679,-123.3120034099411,1
41.675026707810396,-123.30030944861608,1
41.67756038104582,-123.28861470061257,0
41.68009282281247,-123.27691916616925,1
41.68262403296968,-123.26522284552505,1
41.685154011376845,-123.25352573891907,0
41.687682757893455,-123.24182784659065,0
41.69021027237894,-123.23012916877936,0
41.692736554692836,-123.21842970572497,0
41.695261604694664,-123.20672945766756,0
41.697785422244024,-123.19502842484732,1
41.70030800720052,-123.18332660750477,1
41.70282935942379,-123.17162400588052,0
41.70534947877353,-123.15992062021557,4
41.70786836510946,-123.14821645075105,1
41.71038601829131,-123.1365114977283,2
41.71290243817887,-123.12480576138893,9
41.715417624631975,-123.11309924197477,19
41.71793157751047,-123.10139193972783,14
41.72044429667423,-123.08968385489042,15
41.72295578198322,-123.07797498770503,15
41.72546603329735,-123.06626533841434,10
41.727975050476644,-123.0545549072613,7
41.73048283338111,-123.04284369448915,9
41.732989381870844,-123.03113170034119,9
41.73549469580592,-123.01941892506109,14
41.73799877504648,-123.00770536889269,10
41.740501619452665,-122.99599103208006,9
41.74300322888473,-122.98427591486744,10
41.745503603202884,-122.97256001749942,7
41.7480027422674,-122.96084334022072,7
41.750500645938615,-122.94912588327631,0
41.75299731407684,-122.93740764691135,0
41.75549274654248,-122.92568863137129,0
41.757986943195924,-122.91396883690174,0
41.76047990389766,-122.90224826374862,0
41.76297162850817,-122.89052691215798,0
41.76546211688794,-122.87880478237614,0
41.76795136889756,-122.86708187464966,0
41.77043938439763,-122.85535818922527,0
41.77292616324877,-122.84363372635002,0
41.77541170531165,-122.83190848627106,0
41.77789601044696,-122.82018246923589,0
41.78037907851545,-122.80845567549213,1
41.782860909377895,-122.79672810528767,2
41.78534150289511,-122.78499975887064,2
41.78782085892793,-122.7732706364894,8
41.79029897733723,-122.76154073839247,8
41.792775857983955,-122.74981006482867,17
41.795251500729044,-122.73807861604699,14
41.797725905433474,-122.72634639229669,9
41.8001990719583,-122.71461339382722,6
41.802671000164594,-122.70287962088825,3
41.80514168991341,-122.69114507372971,8
41.807611141065934,-122.67940975260176,7
41.81007935348331,-122.6676736577547,6
41.812546327026745,-122.65593678943915,3
41.815012061557525,-122.64419914790594,5
41.817476556936874,-122.63246073340608,6
41.81993981302617,-122.62072154619084,251
41.82240182968673,-122.60898158651166,251
41.82486260677997,-122.5972408546203,251
41.827322144167304,-122.58549935076867,11
41.82978044171022,-122.57375707520893,10
41.8322374992702,-122.56201402819343,18
41.8346933167088,-122.55027020997485,19
41.8371478938876,-122.53852562080596,11
41.839601230668215,-122.52678026093983,12
41.842053326912286,-122.51503413062973,251
41.84450418248153,-122.50328723012917,251
41.846953797237646,-122.4915395596919,251
41.84940217104241,-122.47979111957181,251
41.85184930375762,-122.46804191002316,251
41.854295195245115,-122.45629193130029,8
41.85673984536679,-122.44454118365783,19
41.85918325398455,-122.43278966735063,251
41.86162542096034,-122.42103738263378,251
41.86406634615614,-122.40928432976257,9
41.866506029434014,-122.39753050899253,11
41.51223853039586,-123.99717302965813,0
41.514845386012176,-123.98552725848637,254
41.517451018819386,-123.97388068742593,0
41.52005542867498,-123.96223331670203,0
41.5226586154365,-123.95058514654026,0
41.52526057896152,-123.93893617716638,0
41.52786131910761,-123.92728640880634,0
41.53046083573242,-123.91563584168634,0
41.533059128693615,-123.90398447603283,0
41.535656197848866,-123.89233231207245,0
41.538252043055905,-123.8806793500321,0
41.540846664172484,-123.86902559013883,0
41.543440061056394,-123.85737103262004,0
41.54603223356545,-123.84571567770324,0
41.54862318155748,-123.8340595256162,0
41.551212904890384,-123.82240257658695,0
41.55380140342208,-123.81074483084373,0
41.556388677010496,-123.79908628861496,0
41.55897472551361,-123.78742695012933,1
41.561559548789425,-123.77576681561573,0
41.564143146696,-123.76410588530334,0
41.56672551909138,-123.75244415942144,1
41.56930666583368,-123.74078163819969,1
41.57188658678103,-123.72911832186782,1
41.5744652817916,-123.71745421065592,1
41.577042750723606,-123.7057893047942,0
41.57961899343525,-123.69412360451315,1
41.5821940097848,-123.68245711004349,0
41.58476779963057,-123.67078982161614,0
41.587340362830886,-123.65912173946225,0
41.58991169924409,-123.6474528638132,0
41.59248180872859,-123.63578319490061,0
41.5950506911428,-123.6241127329563,0
41.59761834634519,-123.6124414782123,0
41.600184774194254,-123.60076943090093,0
41.60274997454849,-123.58909659125464,0
41.605313947266474,-123.57742295950624,0
41.6078766922068,-123.56574853588862,0
41.61043820922808,-123.55407332063497,0
41.61299849818895,-123.5423973139787,0
41.61555755894813,-123.53072051615344,0
41.61811539136433,-123.51904292739306,0
41.6206719952963,-123.50736454793162,0
41.62322737060282,-123.49568537800342,0
41.62578151714271,-123.484005417843,0
41.62833443477482,-123.47232466768513,0
41.63088612335806,-123.46064312776474,1
41.63343658275131,-123.44896079831707,1
41.635985812813544,-123.43727767957758,1
41.638533813403754,-123.42559377178186,1
41.64108058438095,-123.41390907516582,1
41.64362612560418,-123.40222358996556,1
41.64617043693253,-123.39053731641741,1
41.64871351822512,-123.37885025475792,1
41.651255369341115,-123.36716240522387,0
41.65379599013969,-123.35547376805228,0
41.656335380480066,-123.34378434348035,0
41.65887354022148,-123.33209413174555,0
41.66141046922324,-123.32040313308556,1
41.663946167344676,-123.30871134773827,1
41.66648063444513,-123.29701877594184,1
41.669013870383985,-123.28532541793456,0
41.67154587502066,-123.27363127395506,1
41.67407664821463,-123.26193634424213,1
41.67660618982538,-123.2502406290348,1
41.67913449971243,-123.23854412857233,1
41.68166157773535,-123.22684684309418,1
41.68418742375371,-123.21514877284005,0
41.68671203762717,-123.20344991804988,0
41.689235419215365,-123.1917502789638,1
41.69175756837801,-123.18004985582222,1
41.6942784849748,-123.16834864886573,0
41.69679816886556,-123.15664665833515,3
41.69931661991004,-123.1449438844715,3
41.7018338379681,-123.1332403275161,3
41.7043498228996,-123.12153598771046,12
41.70686457456444,-123.10983086529625,22
41.70937809282256,-123.09812496051546,13
41.711890377533955,-123.08641827361028,18
41.71440142855859,-123.07471080482308,15
41.71691124575654,-123.06300255439648,11
41.719419828987874,-123.05129352257333,12
41.7219271781127,-123.03958370959673,7
41.72443329299118,-123.02787311570995,15
41.72693817348348,-123.01616174115654,8
41.729441819449825,-123.00444958618019,7
41.73194423075046,-122.99273665102496,11
41.73444540724568,-122.98102293593496,12
41.736945348795814,-122.96930844115468,8
41.739444055261224,-122.95759316692875,5
41.74194152650229,-122.94587711350201,0
41.744437762379434,-122.93416028111959,0
41.74693276275314,-122.9224426700268,0
41.7494265274839,-122.91072428046915,0
41.75191905643226,-122.89900511269246,0
41.754410349458766,-122.8872851669427,0
41.75690040642405,-122.87556444346612,0
41.75938922718874,-122.86384294250911,0
41.76187681161354,-122.85212066431836,0
41.76436315955913,-122.84039760914081,0
41.76684827088628,-122.82867377722349,0
41.76933214545577,-122.81694916881378,0
41.77181478312842,-122.80522378415931,2
41.77429618376508,-122.79349762350775,2
41.776776347226686,-122.78177068710721,2
41.77925527337411,-122.77004297520591,7
41.781732962068354,-122.75831448805228,14
41.78420941317041,-122.74658522589503,15
41.786684626541316,-122.73485518898308,12
41.78915860204216,-122.72312437756557,19
41.791631339534035,-122.71139279189181,6
41.794102838878096,-122.69966043221146,7
41.79657309993553,-122.68792729877431,3
41.79904212256754,-122.67619339183038,5
41.80150990663542,-122.66445871162992,8
41.80397645200042,-122.65272325842344,5
41.806441758523896,-122.64098703246165,4
41.80890582606722,-122.62925003399543,5
41.81136865449178,-122.617512263276,251
41.81383024365902,-122.60577372055472,251
41.816290593430416,-122.59403440608318,251
41.818749703667486,-122.58229432011323,10
41.82120757423179,-122.57055346289692,10
41.8236642049849,-122.55881183468652,19
41.826119595788455,-122.54706943573454,22
41.828573746504105,-122.53532626629372,8
41.83102665699356,-122.52358232661699,14
41.83347832711854,-122.51183761695751,251
41.83592875674085,-122.50009213756873,251
41.838377945722264,-122.48834588870423,251
41.840825893924645,-122.47659887061786,251
41.84327260120989,-122.46485108356372,251
41.845718067439904,-122.45310252779609,7
41.84816229247665,-122.44135320356949,13
41.85060527618215,-122.42960311113866,251
41.853047018418415,-122.4178522507586,251
41.85548751904753,-122.40610062268443,12
41.85792677793159,-122.39434822717166,13
41.5037188003365,-123.99380111800139,1
41.50632520897927,-123.98215670820495,0
41.5089303949745,-123.9705114989922,0
41.51153435817972,-123.95886549058838,0
41.5141370984526,-123.9472186832189,0
41.51673861565077,-123.93557107710951,0
41.51933890963192,-123.92392267248606,0
41.52193798025373,-123.91227346957463,0
41.524535827373995,-123.90062346860168,0
41.527132450850445,-123.88897266979366,0
41.529727850540915,-123.87732107337743,0
41.53232202630322,-123.86566867957998,0
41.534914977995264,-123.85401548862859,0
41.5375067054749,-123.84236150075073,0
41.540097208600095,-123.83070671617408,0
41.542686487228806,-123.81905113512657,0
41.54527454121902,-123.80739475783632,0
41.54786137042878,-123.79573758453171,0
41.55044697471614,-123.78407961544136,0
41.55303135393917,-123.77242085079409,0
41.55561450795602,-123.76076129081889,0
41.55819643662484,-123.7491009357451,0
41.56077713980379,-123.73743978580218,0
41.56335661735114,-123.72577784121985,0
41.56593486912509,-123.71411510222806,0
41.568511894983956,-123.70245156905699,0
41.57108769478604,-123.690787241937,1
41.57366226838969,-123.67912212109876,0
41.576235615653296,-123.66745620677305,0
41.57880773643525,-123.65578949919102,1
41.58137863059402,-123.64412199858387,0
41.583948297988066,-123.6324537051832,0
41.5865167384759,-123.6207846192207,0
41.58908395191607,-123.60911474092836,0
41.591649938167166,-123.59744407053839,0
41.59421469708775,-123.58577260828316,0
41.59677822853651,-123.57410035439534,0
41.59934053237207,-123.56242730910783,0
41.60190160845319,-123.55075347265365,0
41.604461456638575,-123.53907884526619,0
41.607020076786995,-123.52740342717894,0
41.60957746875727,-123.51572721862571,0
41.612133632408224,-123.50405021984044,0
41.61468856759874,-123.49237243105736,0
41.6172422741877,-123.48069385251097,1
41.61979475203407,-123.46901448443586,1
41.62234600099679,-123.45733432706695,1
41.62489602093487,-123.44565338063934,1
41.62744481170737,-123.43397164538843,1
41.629992373173344,-123.42228912154971,1
41.63253870519186,-123.41060580935898,1
41.6350838076221,-123.39892170905232,0
41.63762768032322,-123.3872368208659,1
41.64017032315442,-123.3755511450362,1
41.642711735974956,-123.36386468179994,0
41.64525191864406,-123.352177431394,0
41.64779087102106,-123.3404893940555,0
41.65032859296528,-123.32880057002185,1
41.65286508433611,-123.31711095953064,1
41.65540034499294,-123.30542056281963,1
41.65793437479523,-123.29372938012689,1
41.66046717360241,-123.28203741169067,1
41.66299874127405,-123.2703446577495,1
41.66552907766964,-123.25865111854202,1
41.66805818264876,-123.24695679430721,1
41.67058605607103,-123.23526168528423,1
41.67311269779609,-123.22356579171245,1
41.675638107683625,-123.2118691138315,0
41.678162285593345,-123.20017165188118,0
41.68068523138499,-123.18847340610158,1
41.683206944918346,-123.17677437673298,0
41.6857274260532,-123.16507456401584,0
41.68824667464944,-123.15337396819098,3
41.69076469056694,-123.1416725894993,4
41.693281473665614,-123.12997042818195,5
41.695797023805405,-123.11826748448043,17
41.6983113408463,-123.10656375863631,22
41.70082442464834,-123.09485925089147,11
41.70333627507157,-123.08315396148794,4
41.70584689197609,-123.07144789066808,11
41.70835627522201,-123.05974103867442,6
41.710864424669495,-123.04803340574968,7
41.71337134017875,-123.03632499213685,16
41.715877021610005,-123.02461579807914,13
41.71838146882353,-123.01290582381999,10
41.72088468167962,-123.00119506960303,17
41.7233866600386,-122.98948353567212,12
41.725887403760865,-122.97777122227141,17
41.7283869127068,-122.9660581296452,8
41.73088518673687,-122.95434425803806,10
41.73338222571154,-122.94262960769471,0
41.73587802949131,-122.9309141788602,0
41.73837259793675,-122.91919797177975,0
41.740865930908434,-122.90748098669877,0
41.74335802826699,-122.89576322386299,0
41.74584888987306,-122.88404468351825,0
41.74833851558734,-122.8723253659107,0
41.75082690527056,-122.8606052712867,0
41.75331405878348,-122.84888439989278,0
41.755799975986896,-122.83716275197577,0
41.75828465674164,-122.82544032778267,0
41.76076810090857,-122.81371712756074,0
41.76325030834863,-122.80199315155741,4
41.76573127892272,-122.79026840002044,2
41.768211012491854,-122.77854287319768,2
41.770689508917,-122.76681657133729,7
41.77316676805925,-122.75508949468764,6
41.77564278977968,-122.74336164349734,10
41.77811757393939,-122.73163301801516,9
41.780591120399556,-122.71990361849018,10
41.783063429021375,-122.70817344517162,15
41.78553449966608,-122.69644249830901,16
41.78800433219493,-122.68471077815201,12
41.790472926469214,-122.6729782849506,9
41.79294028235031,-122.6612450189549,13
41.79540639969955,-122.64951098041534,6
41.79787127837839,-122.63777616958251,7
41.800334918248254,-122.62604058670722,6
41.80279731917064,-122.61430423204052,251
41.80525848100707,-122.60256710583373,251
41.80771840361911,-122.59082920833832,251
41.81017708686834,-122.57909053980603,251
41.81263453061642,-122.56735110048884,7
41.81509073472499,-122.55561089063885,7
41.817545699055785,-122.54386991050852,13
41.819999423470534,-122.53212816035047,7
41.82245190783103,-122.52038564041754,251
41.824903151999095,-122.5086423509628,251
41.82735315583657,-122.49689829223955,251
41.829801919205366,-122.48515346450132,251
41.832249441967406,-122.47340786800184,251
41.83469572398466,-122.46166150299507,251
41.83714076511912,-122.44991436973521,251
41.83958456523286,-122.4381664684767,9
41.84202712418796,-122.42641779947415,11
41.8444684418465,-122.41466836298241,251
41.84690851807066,-122.40291815925661,251
41.84934735272265,-122.39116718855206,12
41.495198874073324,-123.99043050748696,0
41.49780483590971,-123.97878745865953,0
41.50040957526004,-123.96714361088794,0
41.503013091982005,-123.9554989643973,0
41.505615385933275,-123.94385351941294,0
41.508216456971624,-123.93220727616051,0
41.51081630495477,-123.92056023486582,0
41.513414929740534,-123.90891239575487,0
41.51601233118676,-123.89726375905394,0
41.518608509151264,-123.88561432498955,0
41.52120346349199,-123.87396409378837,0
41.52379719406681,-123.86231306567737,0
41.52638970073371,-123.85066124088368,0
41.528980983350664,-123.83900861963475,0
41.53157104177569,-123.82735520215812,0
41.53415987586685,-123.81570098868168,0
41.53674748548218,-123.80404597943347,0
41.539333870479844,-123.79239017464178,0
41.54191903071794,-123.78073357453512,0
41.54450296605469,-123.76907617934224,1
41.54708567634826,-123.75741798929207,0
41.54966716145692,-123.74575900461383,0
41.55224742123892,-123.73409922553691,0
41.554826455552565,-123.72243865229096,0
41.5574042642562,-123.71077728510585,0
41.5599808472082,-123.6991151242116,0
41.56255620426694,-123.68745216983861,0
41.56513033529087,-123.67578842221734,0
41.56770324013844,-123.66412388157858,0
41.57027491866815,-123.65245854815332,1
41.57284537073854,-123.64079242217275,0
41.57541459620817,-123.62912550386832,0
41.57798259493561,-123.61745779347167,0
41.58054936677952,-123.6057892912147,0
41.58311491159853,-123.59411999732951,0
41.58567922925136,-123.58244991204842,0
41.588242319596695,-123.57077903560399,0
41.59080418249333,-123.55910736822901,0
41.59336481780005,-123.54743491015647,0
41.59592422537564,-123.5357616616196,0
41.598482405079,-123.5240876228519,0
41.601039356768986,-123.51241279408697,0
41.60359508030454,-123.5007371755588,1
41.606149575544606,-123.48906076750143,1
41.60870284234818,-123.4773835701493,0
41.611254880574265,-123.46570558373692,0
