x,y,risk
-1827718.7104967523,-129168.32322269399,1
-1826718.7104967523,-129168.32322269399,1
-1963718.7104967523,-130168.32322269399,0
-1962718.7104967523,-130168.32322269399,0
-1961718.7104967523,-130168.32322269399,0
-1960718.7104967523,-130168.32322269399,0
-1959718.7104967523,-130168.32322269399,0
-1958718.7104967523,-130168.32322269399,0
-1957718.7104967523,-130168.32322269399,0
-1956718.7104967523,-130168.32322269399,0
-1955718.7104967523,-130168.32322269399,0
-1954718.7104967523,-130168.32322269399,0
-1953718.7104967523,-130168.32322269399,0
-1952718.7104967523,-130168.32322269399,0
-1951718.7104967523,-130168.32322269399,0
-1950718.7104967523,-130168.32322269399,0
-1949718.7104967523,-130168.32322269399,0
-1948718.7104967523,-130168.32322269399,0
-1947718.7104967523,-130168.32322269399,0
-1946718.7104967523,-130168.32322269399,0
-1945718.7104967523,-130168.32322269399,0
-1944718.7104967523,-130168.32322269399,0
-1943718.7104967523,-130168.32322269399,0
-1942718.7104967523,-130168.32322269399,0
-1941718.7104967523,-130168.32322269399,0
-1940718.7104967523,-130168.32322269399,0
-1939718.7104967523,-130168.32322269399,0
-1938718.7104967523,-130168.32322269399,0
-1937718.7104967523,-130168.32322269399,0
-1936718.7104967523,-130168.32322269399,0
-1935718.7104967523,-130168.32322269399,0
-1934718.7104967523,-130168.32322269399,0
-1933718.7104967523,-130168.32322269399,0
-1932718.7104967523,-130168.32322269399,0
-1931718.7104967523,-130168.32322269399,0
-1930718.7104967523,-130168.32322269399,0
-1929718.7104967523,-130168.32322269399,0
-1928718.7104967523,-130168.32322269399,0
-1927718.7104967523,-130168.32322269399,1
-1926718.7104967523,-130168.32322269399,0
-1925718.7104967523,-130168.32322269399,0
-1924718.7104967523,-130168.32322269399,0
-1923718.7104967523,-130168.32322269399,0
-1922718.7104967523,-130168.32322269399,0
-1921718.7104967523,-130168.32322269399,0
-1920718.7104967523,-130168.32322269399,0
-1919718.7104967523,-130168.32322269399,0
-1918718.7104967523,-130168.32322269399,0
-1917718.7104967523,-130168.32322269399,0
-1916718.7104967523,-130168.32322269399,0
-1915718.7104967523,-130168.32322269399,0
-1914718.7104967523,-130168.32322269399,1
-1913718.7104967523,-130168.32322269399,1
-1912718.7104967523,-130168.32322269399,1
-1911718.7104967523,-130168.32322269399,1
-1910718.7104967523,-130168.32322269399,1
-1909718.7104967523,-130168.32322269399,1
-1908718.7104967523,-130168.32322269399,1
-1907718.7104967523,-130168.32322269399,1
-1906718.7104967523,-130168.32322269399,1
-1905718.7104967523,-130168.32322269399,1
-1904718.7104967523,-130168.32322269399,0
-1903718.7104967523,-130168.32322269399,0
-1902718.7104967523,-130168.32322269399,0
-1901718.7104967523,-130168.32322269399,0
-1900718.7104967523,-130168.32322269399,1
-1899718.7104967523,-130168.32322269399,1
-1898718.7104967523,-130168.32322269399,1
-1897718.7104967523,-130168.32322269399,0
-1896718.7104967523,-130168.32322269399,0
-1895718.7104967523,-130168.32322269399,0
-1894718.7104967523,-130168.32322269399,0
-1893718.7104967523,-130168.32322269399,0
-1892718.7104967523,-130168.32322269399,0
-1891718.7104967523,-130168.32322269399,1
-1890718.7104967523,-130168.32322269399,1
-1889718.7104967523,-130168.32322269399,1
-1888718.7104967523,-130168.32322269399,1
-1887718.7104967523,-130168.32322269399,1
-1886718.7104967523,-130168.32322269399,3
-1885718.7104967523,-130168.32322269399,1
-1884718.7104967523,-130168.32322269399,1
-1883718.7104967523,-130168.32322269399,2
-1882718.7104967523,-130168.32322269399,2
-1881718.7104967523,-130168.32322269399,5
-1880718.7104967523,-130168.32322269399,7
-1879718.7104967523,-130168.32322269399,4
-1878718.7104967523,-130168.32322269399,6
-1877718.7104967523,-130168.32322269399,8
-1876718.7104967523,-130168.32322269399,8
-1875718.7104967523,-130168.32322269399,9
-1874718.7104967523,-130168.32322269399,10
-1873718.7104967523,-130168.32322269399,18
-1872718.7104967523,-130168.32322269399,12
-1871718.7104967523,-130168.32322269399,5
-1870718.7104967523,-130168.32322269399,4
-1869718.7104967523,-130168.32322269399,7
-1868718.7104967523,-130168.32322269399,6
-1867718.7104967523,-130168.32322269399,8
-1866718.7104967523,-130168.32322269399,0
-1865718.7104967523,-130168.32322269399,1
-1864718.7104967523,-130168.32322269399,1
-1863718.7104967523,-130168.32322269399,0
-1862718.7104967523,-130168.32322269399,0
-1861718.7104967523,-130168.32322269399,0
-1860718.7104967523,-130168.32322269399,0
-1859718.7104967523,-130168.32322269399,1
-1858718.7104967523,-130168.32322269399,4
-1857718.7104967523,-130168.32322269399,3
-1856718.7104967523,-130168.32322269399,5
-1855718.7104967523,-130168.32322269399,6
-1854718.7104967523,-130168.32322269399,8
-1853718.7104967523,-130168.32322269399,9
-1852718.7104967523,-130168.32322269399,19
-1851718.7104967523,-130168.32322269399,19
-1850718.7104967523,-130168.32322269399,6
-1849718.7104967523,-130168.32322269399,6
-1848718.7104967523,-130168.32322269399,3
-1847718.7104967523,-130168.32322269399,8
-1846718.7104967523,-130168.32322269399,7
-1845718.7104967523,-130168.32322269399,5
-1844718.7104967523,-130168.32322269399,7
-1843718.7104967523,-130168.32322269399,6
-1842718.7104967523,-130168.32322269399,5
-1841718.7104967523,-130168.32322269399,251
-1840718.7104967523,-130168.32322269399,251
-1839718.7104967523,-130168.32322269399,251
-1838718.7104967523,-130168.32322269399,3
-1837718.7104967523,-130168.32322269399,4
-1836718.7104967523,-130168.32322269399,6
-1835718.7104967523,-130168.32322269399,6
-1834718.7104967523,-130168.32322269399,7
-1833718.7104967523,-130168.32322269399,9
-1832718.7104967523,-130168.32322269399,8
-1831718.7104967523,-130168.32322269399,6
-1830718.7104967523,-130168.32322269399,1
-1829718.7104967523,-130168.32322269399,1
-1828718.7104967523,-130168.32322269399,1
-1827718.7104967523,-130168.32322269399,1
-1826718.7104967523,-130168.32322269399,1
-1963718.7104967523,-131168.323222694,0
-1962718.7104967523,-131168.323222694,0
-1961718.7104967523,-131168.323222694,0
-1960718.7104967523,-131168.323222694,0
-1959718.7104967523,-131168.323222694,0
-1958718.7104967523,-131168.323222694,0
-1957718.7104967523,-131168.323222694,0
-1956718.7104967523,-131168.323222694,0
-1955718.7104967523,-131168.323222694,0
-1954718.7104967523,-131168.323222694,0
-1953718.7104967523,-131168.323222694,0
-1952718.7104967523,-131168.323222694,0
-1951718.7104967523,-131168.323222694,0
-1950718.7104967523,-131168.323222694,0
-1949718.7104967523,-131168.323222694,0
-1948718.7104967523,-131168.323222694,0
-1947718.7104967523,-131168.323222694,0
-1946718.7104967523,-131168.323222694,0
-1945718.7104967523,-131168.323222694,0
-1944718.7104967523,-131168.323222694,0
-1943718.7104967523,-131168.323222694,0
-1942718.7104967523,-131168.323222694,0
-1941718.7104967523,-131168.323222694,0
-1940718.7104967523,-131168.323222694,0
-1939718.7104967523,-131168.323222694,0
-1938718.7104967523,-131168.323222694,0
-1937718.7104967523,-131168.323222694,0
-1936718.7104967523,-131168.323222694,0
-1935718.7104967523,-131168.323222694,1
-1934718.7104967523,-131168.323222694,0
-1933718.7104967523,-131168.323222694,0
-1932718.7104967523,-131168.323222694,0
-1931718.7104967523,-131168.323222694,0
-1930718.7104967523,-131168.323222694,0
-1929718.7104967523,-131168.323222694,0
-1928718.7104967523,-131168.323222694,0
-1927718.7104967523,-131168.323222694,0
-1926718.7104967523,-131168.323222694,0
-1925718.7104967523,-131168.323222694,0
-1924718.7104967523,-131168.323222694,0
-1923718.7104967523,-131168.323222694,0
-1922718.7104967523,-131168.323222694,0
-1921718.7104967523,-131168.323222694,0
-1920718.7104967523,-131168.323222694,1
-1919718.7104967523,-131168.323222694,0
-1918718.7104967523,-131168.323222694,1
-1917718.7104967523,-131168.323222694,0
-1916718.7104967523,-131168.323222694,0
-1915718.7104967523,-131168.323222694,0
-1914718.7104967523,-131168.323222694,1
-1913718.7104967523,-131168.323222694,1
-1912718.7104967523,-131168.323222694,1
-1911718.7104967523,-131168.323222694,1
-1910718.7104967523,-131168.323222694,1
-1909718.7104967523,-131168.323222694,1
-1908718.7104967523,-131168.323222694,1
-1907718.7104967523,-131168.323222694,1
-1906718.7104967523,-131168.323222694,1
-1905718.7104967523,-131168.323222694,0
-1904718.7104967523,-131168.323222694,0
-1903718.7104967523,-131168.323222694,0
-1902718.7104967523,-131168.323222694,1
-1901718.7104967523,-131168.323222694,1
-1900718.7104967523,-131168.323222694,1
-1899718.7104967523,-131168.323222694,1
-1898718.7104967523,-131168.323222694,1
-1897718.7104967523,-131168.323222694,1
-1896718.7104967523,-131168.323222694,0
-1895718.7104967523,-131168.323222694,0
-1894718.7104967523,-131168.323222694,0
-1893718.7104967523,-131168.323222694,1
-1892718.7104967523,-131168.323222694,1
-1891718.7104967523,-131168.323222694,1
-1890718.7104967523,-131168.323222694,1
-1889718.7104967523,-131168.323222694,1
-1888718.7104967523,-131168.323222694,1
-1887718.7104967523,-131168.323222694,0
-1886718.7104967523,-131168.323222694,1
-1885718.7104967523,-131168.323222694,2
-1884718.7104967523,-131168.323222694,2
-1883718.7104967523,-131168.323222694,3
-1882718.7104967523,-131168.323222694,2
-1881718.7104967523,-131168.323222694,6
-1880718.7104967523,-131168.323222694,7
-1879718.7104967523,-131168.323222694,5
-1878718.7104967523,-131168.323222694,7
-1877718.7104967523,-131168.323222694,8
-1876718.7104967523,-131168.323222694,10
-1875718.7104967523,-131168.323222694,12
-1874718.7104967523,-131168.323222694,10
-1873718.7104967523,-131168.323222694,6
-1872718.7104967523,-131168.323222694,5
-1871718.7104967523,-131168.323222694,5
-1870718.7104967523,-131168.323222694,5
-1869718.7104967523,-131168.323222694,4
-1868718.7104967523,-131168.323222694,5
-1867718.7104967523,-131168.323222694,5
-1866718.7104967523,-131168.323222694,1
-1865718.7104967523,-131168.323222694,1
-1864718.7104967523,-131168.323222694,1
-1863718.7104967523,-131168.323222694,1
-1862718.7104967523,-131168.323222694,0
-1861718.7104967523,-131168.323222694,0
-1860718.7104967523,-131168.323222694,0
-1859718.7104967523,-131168.323222694,1
-1858718.7104967523,-131168.323222694,6
-1857718.7104967523,-131168.323222694,3
-1856718.7104967523,-131168.323222694,7
-1855718.7104967523,-131168.323222694,3
-1854718.7104967523,-131168.323222694,4
-1853718.7104967523,-131168.323222694,8
-1852718.7104967523,-131168.323222694,10
-1851718.7104967523,-131168.323222694,7
-1850718.7104967523,-131168.323222694,5
-1849718.7104967523,-131168.323222694,5
-1848718.7104967523,-131168.323222694,7
-1847718.7104967523,-131168.323222694,6
-1846718.7104967523,-131168.323222694,7
-1845718.7104967523,-131168.323222694,5
-1844718.7104967523,-131168.323222694,6
-1843718.7104967523,-131168.323222694,4
-1842718.7104967523,-131168.323222694,251
-1841718.7104967523,-131168.323222694,251
-1840718.7104967523,-131168.323222694,6
-1839718.7104967523,-131168.323222694,7
-1838718.7104967523,-131168.323222694,7
-1837718.7104967523,-131168.323222694,6
-1836718.7104967523,-131168.323222694,5
-1835718.7104967523,-131168.323222694,5
-1834718.7104967523,-131168.323222694,6
-1833718.7104967523,-131168.323222694,9
-1832718.7104967523,-131168.323222694,8
-1831718.7104967523,-131168.323222694,7
-1830718.7104967523,-131168.323222694,1
-1829718.7104967523,-131168.323222694,1
-1828718.7104967523,-131168.323222694,1
-1827718.7104967523,-131168.323222694,1
-1826718.7104967523,-131168.323222694,1
-1963718.7104967523,-132168.323222694,0
-1962718.7104967523,-132168.323222694,0
-1961718.7104967523,-132168.323222694,0
-1960718.7104967523,-132168.323222694,0
-1959718.7104967523,-132168.323222694,0
-1958718.7104967523,-132168.323222694,0
-1957718.7104967523,-132168.323222694,0
-1956718.7104967523,-132168.323222694,0
-1955718.7104967523,-132168.323222694,0
-1954718.7104967523,-132168.323222694,0
-1953718.7104967523,-132168.323222694,0
-1952718.7104967523,-132168.323222694,0
-1951718.7104967523,-132168.323222694,0
-1950718.7104967523,-132168.323222694,0
-1949718.7104967523,-132168.323222694,0
-1948718.7104967523,-132168.323222694,0
-1947718.7104967523,-132168.323222694,0
-1946718.7104967523,-132168.323222694,0
-1945718.7104967523,-132168.323222694,0
-1944718.7104967523,-132168.323222694,0
-1943718.7104967523,-132168.323222694,0
-1942718.7104967523,-132168.323222694,0
-1941718.7104967523,-132168.323222694,0
-1940718.7104967523,-132168.323222694,0
-1939718.7104967523,-132168.323222694,0
-1938718.7104967523,-132168.323222694,0
-1937718.7104967523,-132168.323222694,0
-1936718.7104967523,-132168.323222694,0
-1935718.7104967523,-132168.323222694,0
-1934718.7104967523,-132168.323222694,0
-1933718.7104967523,-132168.323222694,0
-1932718.7104967523,-132168.323222694,0
-1931718.7104967523,-132168.323222694,0
-1930718.7104967523,-132168.323222694,0
-1929718.7104967523,-132168.323222694,0
-1928718.7104967523,-132168.323222694,0
-1927718.7104967523,-132168.323222694,0
-1926718.7104967523,-132168.323222694,0
-1925718.7104967523,-132168.323222694,0
-1924718.7104967523,-132168.323222694,0
-1923718.7104967523,-132168.323222694,0
-1922718.7104967523,-132168.323222694,0
-1921718.7104967523,-132168.323222694,0
-1920718.7104967523,-132168.323222694,0
-1919718.7104967523,-132168.323222694,0
-1918718.7104967523,-132168.323222694,0
-1917718.7104967523,-132168.323222694,0
-1916718.7104967523,-132168.323222694,0
-1915718.7104967523,-132168.323222694,0
-1914718.7104967523,-132168.323222694,0
-1913718.7104967523,-132168.323222694,0
-1912718.7104967523,-132168.323222694,0
-1911718.7104967523,-132168.323222694,1
-1910718.7104967523,-132168.323222694,1
-1909718.7104967523,-132168.323222694,1
-1908718.7104967523,-132168.323222694,1
-1907718.7104967523,-132168.323222694,1
-1906718.7104967523,-132168.323222694,1
-1905718.7104967523,-132168.323222694,0
-1904718.7104967523,-132168.323222694,0
-1903718.7104967523,-132168.323222694,0
-1902718.7104967523,-132168.323222694,1
-1901718.7104967523,-132168.323222694,0
-1900718.7104967523,-132168.323222694,0
-1899718.7104967523,-132168.323222694,1
-1898718.7104967523,-132168.323222694,1
-1897718.7104967523,-132168.323222694,1
-1896718.7104967523,-132168.323222694,0
-1895718.7104967523,-132168.323222694,0
-1894718.7104967523,-132168.323222694,0
-1893718.7104967523,-132168.323222694,1
-1892718.7104967523,-132168.323222694,1
-1891718.7104967523,-132168.323222694,1
-1890718.7104967523,-132168.323222694,0
-1889718.7104967523,-132168.323222694,0
-1888718.7104967523,-132168.323222694,0
-1887718.7104967523,-132168.323222694,0
-1886718.7104967523,-132168.323222694,0
-1885718.7104967523,-132168.323222694,0
-1884718.7104967523,-132168.323222694,0
-1883718.7104967523,-132168.323222694,3
-1882718.7104967523,-132168.323222694,7
-1881718.7104967523,-132168.323222694,7
-1880718.7104967523,-132168.323222694,8
-1879718.7104967523,-132168.323222694,12
-1878718.7104967523,-132168.323222694,7
-1877718.7104967523,-132168.323222694,7
-1876718.7104967523,-132168.323222694,7
-1875718.7104967523,-132168.323222694,14
-1874718.7104967523,-132168.323222694,9
-1873718.7104967523,-132168.323222694,6
-1872718.7104967523,-132168.323222694,5
-1871718.7104967523,-132168.323222694,6
-1870718.7104967523,-132168.323222694,5
-1869718.7104967523,-132168.323222694,5
-1868718.7104967523,-132168.323222694,5
-1867718.7104967523,-132168.323222694,7
-1866718.7104967523,-132168.323222694,1
-1865718.7104967523,-132168.323222694,1
-1864718.7104967523,-132168.323222694,1
-1863718.7104967523,-132168.323222694,1
-1862718.7104967523,-132168.323222694,1
-1861718.7104967523,-132168.323222694,1
-1860718.7104967523,-132168.323222694,0
-1859718.7104967523,-132168.323222694,1
-1858718.7104967523,-132168.323222694,4
-1857718.7104967523,-132168.323222694,3
-1856718.7104967523,-132168.323222694,3
-1855718.7104967523,-132168.323222694,4
-1854718.7104967523,-132168.323222694,3
-1853718.7104967523,-132168.323222694,7
-1852718.7104967523,-132168.323222694,7
-1851718.7104967523,-132168.323222694,11
-1850718.7104967523,-132168.323222694,4
-1849718.7104967523,-132168.323222694,4
-1848718.7104967523,-132168.323222694,6
-1847718.7104967523,-132168.323222694,5
-1846718.7104967523,-132168.323222694,6
-1845718.7104967523,-132168.323222694,6
-1844718.7104967523,-132168.323222694,6
-1843718.7104967523,-132168.323222694,251
-1842718.7104967523,-132168.323222694,6
-1841718.7104967523,-132168.323222694,6
-1840718.7104967523,-132168.323222694,19
-1839718.7104967523,-132168.323222694,12
-1838718.7104967523,-132168.323222694,5
-1837718.7104967523,-132168.323222694,254
-1836718.7104967523,-132168.323222694,254
-1835718.7104967523,-132168.323222694,254
-1834718.7104967523,-132168.323222694,6
-1833718.7104967523,-132168.323222694,7
-1832718.7104967523,-132168.323222694,8
-1831718.7104967523,-132168.323222694,8
-1830718.7104967523,-132168.323222694,1
-1829718.7104967523,-132168.323222694,1
-1828718.7104967523,-132168.323222694,1
-1827718.7104967523,-132168.323222694,1
-1826718.7104967523,-132168.323222694,1
-1963718.7104967523,-133168.323222694,0
-1962718.7104967523,-133168.323222694,0
-1961718.7104967523,-133168.323222694,0
-1960718.7104967523,-133168.323222694,0
-1959718.7104967523,-133168.323222694,0
-1958718.7104967523,-133168.323222694,0
-1957718.7104967523,-133168.323222694,0
-1956718.7104967523,-133168.323222694,0
-1955718.7104967523,-133168.323222694,0
-1954718.7104967523,-133168.323222694,0
-1953718.7104967523,-133168.323222694,0
-1952718.7104967523,-133168.323222694,0
-1951718.7104967523,-133168.323222694,0
-1950718.7104967523,-133168.323222694,0
-1949718.7104967523,-133168.323222694,0
-1948718.7104967523,-133168.323222694,0
-1947718.7104967523,-133168.323222694,0
-1946718.7104967523,-133168.323222694,0
-1945718.7104967523,-133168.323222694,0
-1944718.7104967523,-133168.323222694,0
-1943718.7104967523,-133168.323222694,0
-1942718.7104967523,-133168.323222694,0
-1941718.7104967523,-133168.323222694,0
-1940718.7104967523,-133168.323222694,0
-1939718.7104967523,-133168.323222694,0
-1938718.7104967523,-133168.323222694,0
-1937718.7104967523,-133168.323222694,0
-1936718.7104967523,-133168.323222694,0
-1935718.7104967523,-133168.323222694,0
-1934718.7104967523,-133168.323222694,0
-1933718.7104967523,-133168.323222694,0
-1932718.7104967523,-133168.323222694,0
-1931718.7104967523,-133168.323222694,0
-1930718.7104967523,-133168.323222694,0
-1929718.7104967523,-133168.323222694,0
-1928718.7104967523,-133168.323222694,0
-1927718.7104967523,-133168.323222694,0
-1926718.7104967523,-133168.323222694,0
-1925718.7104967523,-133168.323222694,0
-1924718.7104967523,-133168.323222694,0
-1923718.7104967523,-133168.323222694,0
-1922718.7104967523,-133168.323222694,0
-1921718.7104967523,-133168.323222694,0
-1920718.7104967523,-133168.323222694,0
-1919718.7104967523,-133168.323222694,0
-1918718.7104967523,-133168.323222694,0
-1917718.7104967523,-133168.323222694,0
-1916718.7104967523,-133168.323222694,0
-1915718.7104967523,-133168.323222694,0
-1914718.7104967523,-133168.323222694,0
-1913718.7104967523,-133168.323222694,0
-1912718.7104967523,-133168.323222694,0
-1911718.7104967523,-133168.323222694,0
-1910718.7104967523,-133168.323222694,0
-1909718.7104967523,-133168.323222694,1
-1908718.7104967523,-133168.323222694,1
-1907718.7104967523,-133168.323222694,1
-1906718.7104967523,-133168.323222694,1
-1905718.7104967523,-133168.323222694,0
-1904718.7104967523,-133168.323222694,0
-1903718.7104967523,-133168.323222694,0
-1902718.7104967523,-133168.323222694,0
-1901718.7104967523,-133168.323222694,0
-1900718.7104967523,-133168.323222694,0
-1899718.7104967523,-133168.323222694,0
-1898718.7104967523,-133168.323222694,0
-1897718.7104967523,-133168.323222694,1
-1896718.7104967523,-133168.323222694,0
-1895718.7104967523,-133168.323222694,0
-1894718.7104967523,-133168.323222694,1
-1893718.7104967523,-133168.323222694,1
-1892718.7104967523,-133168.323222694,1
-1891718.7104967523,-133168.323222694,0
-1890718.7104967523,-133168.323222694,0
-1889718.7104967523,-133168.323222694,0
-1888718.7104967523,-133168.323222694,0
-1887718.7104967523,-133168.323222694,0
-1886718.7104967523,-133168.323222694,0
-1885718.7104967523,-133168.323222694,0
-1884718.7104967523,-133168.323222694,0
-1883718.7104967523,-133168.323222694,4
-1882718.7104967523,-133168.323222694,3
-1881718.7104967523,-133168.323222694,10
-1880718.7104967523,-133168.323222694,12
-1879718.7104967523,-133168.323222694,9
-1878718.7104967523,-133168.323222694,6
-1877718.7104967523,-133168.323222694,6
-1876718.7104967523,-133168.323222694,6
-1875718.7104967523,-133168.323222694,8
-1874718.7104967523,-133168.323222694,7
-1873718.7104967523,-133168.323222694,14
-1872718.7104967523,-133168.323222694,12
-1871718.7104967523,-133168.323222694,5
-1870718.7104967523,-133168.323222694,5
-1869718.7104967523,-133168.323222694,3
-1868718.7104967523,-133168.323222694,9
-1867718.7104967523,-133168.323222694,8
-1866718.7104967523,-133168.323222694,0
-1865718.7104967523,-133168.323222694,0
-1864718.7104967523,-133168.323222694,1
-1863718.7104967523,-133168.323222694,0
-1862718.7104967523,-133168.323222694,0
-1861718.7104967523,-133168.323222694,0
-1860718.7104967523,-133168.323222694,0
-1859718.7104967523,-133168.323222694,1
-1858718.7104967523,-133168.323222694,4
-1857718.7104967523,-133168.323222694,3
-1856718.7104967523,-133168.323222694,5
-1855718.7104967523,-133168.323222694,5
-1854718.7104967523,-133168.323222694,6
-1853718.7104967523,-133168.323222694,7
-1852718.7104967523,-133168.323222694,5
-1851718.7104967523,-133168.323222694,4
-1850718.7104967523,-133168.323222694,4
-1849718.7104967523,-133168.323222694,3
-1848718.7104967523,-133168.323222694,5
-1847718.7104967523,-133168.323222694,4
-1846718.7104967523,-133168.323222694,6
-1845718.7104967523,-133168.323222694,6
-1844718.7104967523,-133168.323222694,5
-1843718.7104967523,-133168.323222694,5
-1842718.7104967523,-133168.323222694,5
-1841718.7104967523,-133168.323222694,6
-1840718.7104967523,-133168.323222694,13
-1839718.7104967523,-133168.323222694,13
-1838718.7104967523,-133168.323222694,254
-1837718.7104967523,-133168.323222694,254
-1836718.7104967523,-133168.323222694,254
-1835718.7104967523,-133168.323222694,254
-1834718.7104967523,-133168.323222694,4
-1833718.7104967523,-133168.323222694,6
-1832718.7104967523,-133168.323222694,9
-1831718.7104967523,-133168.323222694,9
-1830718.7104967523,-133168.323222694,1
-1829718.7104967523,-133168.323222694,1
-1828718.7104967523,-133168.323222694,1
-1827718.7104967523,-133168.323222694,1
-1826718.7104967523,-133168.323222694,1
-1963718.7104967523,-134168.323222694,0
-1962718.7104967523,-134168.323222694,0
-1961718.7104967523,-134168.323222694,0
-1960718.7104967523,-134168.323222694,0
-1959718.7104967523,-134168.323222694,0
-1958718.7104967523,-134168.323222694,0
-1957718.7104967523,-134168.323222694,0
-1956718.7104967523,-134168.323222694,0
-1955718.7104967523,-134168.323222694,0
-1954718.7104967523,-134168.323222694,0
-1953718.7104967523,-134168.323222694,0
-1952718.7104967523,-134168.323222694,0
-1951718.7104967523,-134168.323222694,0
-1950718.7104967523,-134168.323222694,0
-1949718.7104967523,-134168.323222694,0
-1948718.7104967523,-134168.323222694,0
-1947718.7104967523,-134168.323222694,0
-1946718.7104967523,-134168.323222694,0
-1945718.7104967523,-134168.323222694,0
-1944718.7104967523,-134168.323222694,0
-1943718.7104967523,-134168.323222694,0
-1942718.7104967523,-134168.323222694,0
-1941718.7104967523,-134168.323222694,0
-1940718.7104967523,-134168.323222694,0
-1939718.7104967523,-134168.323222694,0
-1938718.7104967523,-134168.323222694,0
-1937718.7104967523,-134168.323222694,0
-1936718.7104967523,-134168.323222694,0
-1935718.7104967523,-134168.323222694,0
-1934718.7104967523,-134168.323222694,0
-1933718.7104967523,-134168.323222694,0
-1932718.7104967523,-134168.323222694,0
-1931718.7104967523,-134168.323222694,0
-1930718.7104967523,-134168.323222694,0
-1929718.7104967523,-134168.323222694,0
-1928718.7104967523,-134168.323222694,1
-1927718.7104967523,-134168.323222694,0
-1926718.7104967523,-134168.323222694,0
-1925718.7104967523,-134168.323222694,0
-1924718.7104967523,-134168.323222694,0
-1923718.7104967523,-134168.323222694,0
-1922718.7104967523,-134168.323222694,0
-1921718.7104967523,-134168.323222694,0
-1920718.7104967523,-134168.323222694,0
-1919718.7104967523,-134168.323222694,0
-1918718.7104967523,-134168.323222694,0
-1917718.7104967523,-134168.323222694,0
-1916718.7104967523,-134168.323222694,0
-1915718.7104967523,-134168.323222694,0
-1914718.7104967523,-134168.323222694,0
-1913718.7104967523,-134168.323222694,251
-1912718.7104967523,-134168.323222694,0
-1911718.7104967523,-134168.323222694,0
-1910718.7104967523,-134168.323222694,1
-1909718.7104967523,-134168.323222694,1
-1908718.7104967523,-134168.323222694,1
-1907718.7104967523,-134168.323222694,1
-1906718.7104967523,-134168.323222694,0
-1905718.7104967523,-134168.323222694,0
-1904718.7104967523,-134168.323222694,0
-1903718.7104967523,-134168.323222694,0
-1902718.7104967523,-134168.323222694,0
-1901718.7104967523,-134168.323222694,0
-1900718.7104967523,-134168.323222694,0
-1899718.7104967523,-134168.323222694,0
-1898718.7104967523,-134168.323222694,1
-1897718.7104967523,-134168.323222694,1
-1896718.7104967523,-134168.323222694,0
-1895718.7104967523,-134168.323222694,0
-1894718.7104967523,-134168.323222694,0
-1893718.7104967523,-134168.323222694,1
-1892718.7104967523,-134168.323222694,1
-1891718.7104967523,-134168.323222694,1
-1890718.7104967523,-134168.323222694,0
-1889718.7104967523,-134168.323222694,0
-1888718.7104967523,-134168.323222694,0
-1887718.7104967523,-134168.323222694,1
-1886718.7104967523,-134168.323222694,1
-1885718.7104967523,-134168.323222694,1
-1884718.7104967523,-134168.323222694,1
-1883718.7104967523,-134168.323222694,3
-1882718.7104967523,-134168.323222694,3
-1881718.7104967523,-134168.323222694,7
-1880718.7104967523,-134168.323222694,8
-1879718.7104967523,-134168.323222694,6
-1878718.7104967523,-134168.323222694,13
-1877718.7104967523,-134168.323222694,10
-1876718.7104967523,-134168.323222694,13
-1875718.7104967523,-134168.323222694,13
-1874718.7104967523,-134168.323222694,11
-1873718.7104967523,-134168.323222694,21
-1872718.7104967523,-134168.323222694,8
-1871718.7104967523,-134168.323222694,6
-1870718.7104967523,-134168.323222694,3
-1869718.7104967523,-134168.323222694,5
-1868718.7104967523,-134168.323222694,10
-1867718.7104967523,-134168.323222694,8
-1866718.7104967523,-134168.323222694,5
-1865718.7104967523,-134168.323222694,6
-1864718.7104967523,-134168.323222694,5
-1863718.7104967523,-134168.323222694,0
-1862718.7104967523,-134168.323222694,1
-1861718.7104967523,-134168.323222694,1
-1860718.7104967523,-134168.323222694,1
-1859718.7104967523,-134168.323222694,0
-1858718.7104967523,-134168.323222694,3
-1857718.7104967523,-134168.323222694,5
-1856718.7104967523,-134168.323222694,4
-1855718.7104967523,-134168.323222694,6
-1854718.7104967523,-134168.323222694,5
-1853718.7104967523,-134168.323222694,6
-1852718.7104967523,-134168.323222694,5
-1851718.7104967523,-134168.323222694,6
-1850718.7104967523,-134168.323222694,6
-1849718.7104967523,-134168.323222694,5
-1848718.7104967523,-134168.323222694,7
-1847718.7104967523,-134168.323222694,5
-1846718.7104967523,-134168.323222694,5
-1845718.7104967523,-134168.323222694,6
-1844718.7104967523,-134168.323222694,6
-1843718.7104967523,-134168.323222694,5
-1842718.7104967523,-134168.323222694,5
-1841718.7104967523,-134168.323222694,4
-1840718.7104967523,-134168.323222694,10
-1839718.7104967523,-134168.323222694,11
-1838718.7104967523,-134168.323222694,254
-1837718.7104967523,-134168.323222694,254
-1836718.7104967523,-134168.323222694,254
-1835718.7104967523,-134168.323222694,6
-1834718.7104967523,-134168.323222694,8
-1833718.7104967523,-134168.323222694,1
-1832718.7104967523,-134168.323222694,1
-1831718.7104967523,-134168.323222694,1
-1830718.7104967523,-134168.323222694,1
-1829718.7104967523,-134168.323222694,1
-1828718.7104967523,-134168.323222694,1
-1827718.7104967523,-134168.323222694,1
-1826718.7104967523,-134168.323222694,1
